"Date","8 m","10 m","16 m","18 m","22 m","25 m","34 m","40 m","47 m","56 m","66 m","78 m","92 m"
1993-08-14,17.606,18.105,16.185,14.947,14.609,12.406,9.21,6.297,3.877,3.157,1.21,1.006,2.039
1993-08-15,17.761,18.184,16.912,15.589,15.705,12.924,9.794,6.787,4.185,3.45,1.262,1.069,2.236
1993-08-16,18.078,18.413,16.984,15.511,15.664,12.671,9.677,6.71,4.178,3.384,1.285,1.115,2.391
1993-08-17,18.258,18.807,17.227,15.651,16.035,12.952,9.925,6.837,4.409,3.576,1.356,1.108,2.331
1993-08-18,18.298,18.952,17.155,15.455,16.008,13.043,9.828,6.785,4.402,3.422,1.367,1.095,2.287
1993-08-19,18.388,19.022,16.953,14.947,15.362,12.625,9.428,6.491,4.114,3.054,1.267,1.015,2.145
1993-08-20,18.572,19.2,16.798,14.668,14.926,12.37,8.992,6.244,3.739,2.646,1.128,0.951,2.052
1993-08-21,18.743,19.11,16.574,14.1,14.099,11.672,8.279,5.845,3.198,2.15,0.974,0.917,2.056
1993-08-22,18.691,18.531,16.025,13.415,12.879,10.766,7.442,5.462,2.653,1.699,0.845,0.878,2.064
1993-08-23,18.64,18.643,15.911,13.727,13.057,10.879,7.379,5.36,2.496,1.649,0.733,0.734,1.851
1993-08-24,18.38,18.181,15.747,13.143,12.515,10.363,7.035,4.974,2.312,1.564,0.61,0.563,1.615
1993-08-25,18.121,17.65,15.352,12.692,11.747,9.771,6.831,4.632,2.19,1.575,0.508,0.417,1.384
1993-08-26,17.758,16.571,14.542,11.858,10.426,8.787,6.356,4.315,2.105,1.576,0.491,0.417,1.46
1993-08-27,16.92,15.452,13.65,11.249,9.353,8.184,6.059,4.232,2.075,1.624,0.517,0.487,1.689
1993-08-28,17.481,16.273,13.585,11.855,10.041,8.971,6.581,4.533,2.352,1.925,0.571,0.488,1.72
1993-08-29,17.197,16.137,13.888,11.8,10.172,9.001,6.641,4.541,2.409,1.949,0.596,0.464,1.684
1993-08-30,16.964,15.602,13.514,11.796,10.149,9.22,7.093,4.715,2.77,2.305,0.674,0.435,1.412
1993-08-31,17.556,16.346,13.91,12.723,10.968,10.35,8.235,5.51,3.589,2.949,0.856,0.448,1.18
1993-09-01,17.735,16.844,15.036,13.699,12.022,11.342,8.953,6.13,4.079,3.217,0.959,0.468,1.127
1993-09-02,17.624,16.851,15.157,13.6,12.347,11.529,9.044,6.28,4.287,3.309,1.025,0.479,1.136
1993-09-03,17.967,17.505,15.897,14.676,13.463,12.77,10.207,7.429,5.281,4.074,1.334,0.535,1.011
1993-09-04,18.061,17.763,16.286,14.858,13.835,12.875,9.935,7.446,5.02,3.635,1.24,0.488,1.342
1993-09-05,17.683,17.298,15.4,13.647,12.619,11.357,8.486,6.557,4.117,2.968,0.989,0.489,1.846
1993-09-06,17.821,17.421,15.333,13.652,12.876,11.484,8.671,6.62,4.299,3.3,1.042,0.534,1.902
1993-09-07,18.115,17.774,15.6,13.906,13.412,11.908,8.902,6.8,4.488,3.3,1.115,0.544,1.994
1993-09-08,18.217,17.925,15.681,14.006,13.492,12.056,8.99,6.781,4.527,3.328,1.169,0.525,1.868
1993-09-09,18.404,18.103,15.833,14.289,13.738,12.255,9.314,6.909,4.732,3.543,1.293,0.523,1.679
1993-09-10,18.559,18.346,16.189,14.809,14.148,12.664,9.631,7.044,4.868,3.595,1.357,0.514,1.549
1993-09-11,18.449,18.168,16.11,14.342,13.735,12.25,9.04,6.553,4.404,3.154,1.238,0.482,1.638
1993-09-12,16.69,16.616,14.22,11.788,11.231,9.894,6.54,5.276,3.034,2.018,0.979,0.517,2.106
1993-09-13,15.278,14.834,12.329,10.391,9.481,7.41,5.222,4.489,2.142,1.457,0.85,0.627,2.456
1993-09-14,14.125,13.606,11.372,9.445,8.316,6.365,4.614,3.828,1.756,1.339,0.834,0.743,2.721
1993-09-15,11.999,11.767,10.12,8.091,6.692,5.86,3.022,3.101,1.269,0.942,0.915,0.995,3.178
1993-09-16,10.189,10,8.268,6.182,5.26,4.748,1.756,2.389,1.137,0.878,1.241,1.42,3.73
1993-09-17,10.797,10.741,7.848,6.189,5.579,4.669,1.892,2.491,1.215,1.001,1.372,1.395,3.125
1993-09-18,11.593,11.417,8.996,7.532,6.665,5.747,3.84,3.512,1.954,1.863,1.441,1.299,2.071
1993-09-19,12.213,11.504,9.636,9.101,7.73,7.332,6.648,4.634,3.579,3.332,1.717,1.374,1.55
1993-09-20,12.543,11.739,10.284,10.341,8.295,8.88,8.398,5.743,4.743,4.093,2.035,1.442,1.446
1993-09-21,12.596,11.691,10.749,11,8.962,9.623,8.698,6.14,4.913,3.982,2.12,1.467,1.604
1993-09-22,12.527,11.917,10.569,11.025,9.285,9.513,8.184,6.132,4.618,3.669,2.111,1.515,1.893
1993-09-23,13.018,12.19,11.028,11.417,9.801,10.072,8.755,6.8,5.467,4.393,2.478,1.724,1.798
1993-09-24,13.762,12.614,12.348,12.437,10.695,11.364,10.286,8.268,7.248,5.749,3.234,2.029,1.713
1993-09-25,13.789,13.038,12.889,13.101,11.498,11.882,10.978,8.855,7.83,6.019,3.471,2.094,1.711
1993-09-26,13.852,13.416,13.125,13.234,12.033,12.013,11.037,8.789,7.694,5.748,3.485,2.063,1.781
1993-09-27,14.136,13.787,13.381,13.452,12.559,12.281,11.122,8.789,7.601,5.513,3.518,2.08,1.833
1993-09-28,14.474,14.221,13.821,13.785,12.996,12.333,10.852,8.67,7.151,5.129,3.416,2.067,1.859
1993-09-29,14.498,13.96,13.548,13.754,11.758,10.857,8.574,7.9,5.56,3.935,2.973,1.961,2.061
1993-09-30,14.325,13.971,12.975,12.833,11.238,10.02,7.802,7.115,4.988,3.652,2.784,1.945,2.163
1993-10-01,14.23,13.832,12.703,12.63,11.434,10.28,7.998,7.019,5.042,3.698,2.837,1.987,2.241
1993-10-02,14.092,13.725,12.796,12.777,11.715,10.525,8.183,7.058,5.01,3.466,2.843,2,2.307
1993-10-03,14.045,13.766,12.941,12.841,11.894,10.596,8.373,7.07,4.928,3.443,2.824,1.998,2.238
1993-10-04,14.034,13.662,12.889,12.678,11.723,10.499,8.387,6.993,4.832,3.498,2.773,2.022,2.346
1993-10-05,13.827,13.413,12.679,12.392,11.125,9.895,7.871,6.908,4.417,3.261,2.693,2.09,2.7
1993-10-06,13.271,12.917,11.84,11.787,10.545,9.219,6.922,6.512,3.998,3.021,2.63,2.192,3.122
1993-10-07,12.444,12.432,11.387,11.283,10.428,9.152,6.799,6.413,3.947,2.958,2.679,2.29,3.34
1993-10-08,12.114,11.934,11.068,10.914,9.743,8.452,5.991,6.223,3.702,2.666,2.718,2.353,3.487
1993-10-09,11.995,11.672,10.652,10.347,9.797,8.273,5.674,6.062,3.716,2.624,2.799,2.375,3.208
1993-10-10,11.911,11.705,10.838,10.425,10.1,8.809,6.71,6.386,4.347,3.099,2.944,2.424,2.776
1993-10-11,11.484,11.154,10.679,10.354,10.075,8.933,7.472,6.336,4.667,3.351,2.926,2.434,2.741
1993-10-12,11.105,10.665,10.342,10.316,10.006,9.103,8.008,6.65,5.348,4,2.981,2.505,2.783
1993-10-13,11.42,10.67,10.591,10.791,10.21,10.07,8.873,7.362,6.404,4.777,3.143,2.589,2.925
1993-10-14,11.104,10.575,10.669,10.86,10.332,9.967,8.499,6.993,5.595,4.386,2.883,2.613,3.255
1993-10-15,10.921,10.487,10.607,10.845,10.425,10.077,8.711,7.042,5.764,4.674,2.843,2.648,3.345
1993-10-16,11.061,10.569,10.755,11.052,10.616,10.439,9.077,7.211,6.113,4.869,2.929,2.697,3.472
1993-10-17,11.258,10.73,10.964,11.283,10.816,10.712,9.313,7.389,6.215,4.958,2.923,2.731,3.624
1993-10-18,11.493,10.953,11.158,11.465,11.051,10.943,9.502,7.646,6.334,5.076,2.922,2.765,3.76
1993-10-19,11.414,11.141,11.237,11.402,11.226,10.705,9.055,7.232,5.683,4.766,2.82,2.846,4.06
1993-10-20,11.123,10.949,11.125,11.254,11.304,10.636,8.841,7.256,5.537,4.764,2.778,2.942,4.265
1993-10-21,11.179,10.75,11.089,11.375,11.384,11.027,9.255,7.65,6.135,4.985,2.928,2.898,4.034
1993-10-22,11.351,10.869,11.188,11.434,11.467,11.086,9.38,7.939,6.323,4.87,3.027,2.785,3.914
1993-10-23,11.067,10.947,11.058,11.002,11.362,9.882,7.751,6.837,4.99,3.954,2.778,2.787,4.091
1993-10-24,10.718,10.505,10.391,10.6,10.82,8.859,7.138,6.221,4.409,3.743,2.652,2.805,4.015
1993-10-25,10.541,10.319,10.187,10.373,10.524,8.589,7.174,5.98,4.213,3.737,2.636,2.815,3.899
1993-10-26,10.223,9.976,9.935,10.078,10.131,8.292,6.959,5.703,4.039,3.603,2.629,2.796,3.876
1993-10-27,10.006,9.751,9.923,9.994,10.158,8.59,7.423,5.87,4.529,3.781,2.796,2.657,3.452
1993-10-28,10.218,9.777,9.969,10.124,10.228,9.413,8.487,6.863,5.965,4.539,3.243,2.595,3.068
1993-10-29,10.121,9.748,9.984,10.036,10.205,9.435,8.414,6.985,5.823,4.075,3.032,2.506,3.073
1993-10-30,9.996,9.716,9.853,9.94,10.167,9.131,7.99,6.607,5.395,3.963,2.804,2.49,3.138
1993-10-31,10.08,9.815,9.878,9.995,10.136,9.13,7.968,6.426,5.322,4,2.734,2.578,3.321
1993-11-01,10.006,9.663,9.88,10.068,10.097,9.487,8.295,6.832,5.858,4.35,2.867,2.587,3.368
1993-11-02,10.018,9.591,9.935,10.15,10.058,10.007,8.859,7.515,6.633,4.681,3.124,2.516,3.168
1993-11-03,9.593,9.383,9.708,9.962,9.986,9.735,8.578,7.367,6.319,4.316,3.008,2.4,2.929
1993-11-04,9.601,9.381,9.639,9.892,9.892,9.528,8.36,7.08,5.992,4.142,2.882,2.257,2.756
1993-11-05,9.545,9.378,9.627,9.637,9.827,9.071,7.596,6.528,5.082,3.604,2.535,2.155,2.835
1993-11-06,9.592,9.422,9.612,9.608,9.844,8.953,7.323,6.316,4.621,3.422,2.315,2.059,2.857
1993-11-07,9.57,9.494,9.581,9.408,9.493,8.026,6.445,5.647,3.68,2.99,2.121,2.094,3.143
1993-11-08,9.249,9.156,9.128,9.114,8.859,7.259,5.74,5.207,3.185,2.68,1.958,2.077,3.254
1993-11-09,8.92,8.901,8.783,8.849,8.676,7.059,5.664,4.949,2.963,2.515,1.819,1.945,3.135
1993-11-10,8.808,8.821,8.588,8.642,8.593,6.81,5.413,4.79,2.811,2.367,1.739,1.813,2.976
1993-11-11,8.787,8.795,8.595,8.595,8.666,6.832,5.515,4.742,2.904,2.418,1.847,1.744,2.654
1993-11-12,8.59,8.584,8.574,8.562,8.795,7.111,5.965,4.837,3.335,2.69,2.038,1.755,2.347
1993-11-13,8.361,8.359,8.4,8.434,8.553,7.206,6.009,4.843,3.466,2.752,2.147,1.795,2.32
1993-11-14,8.088,8.113,8.232,8.287,8.457,7.291,6.163,4.993,3.773,3.029,2.286,1.856,2.243
1993-11-15,8.181,8.199,8.29,8.319,8.374,7.325,6.363,5.062,3.991,3.175,2.433,1.911,2.277
1993-11-16,8.091,8.144,8.296,8.324,8.428,7.536,6.659,5.266,4.476,3.533,2.657,2.002,2.17
1993-11-17,7.778,7.87,8.146,8.17,8.427,7.843,7.014,5.767,5.259,3.995,2.988,2.111,2.088
1993-11-18,7.878,7.922,8.128,8.122,8.38,7.923,7.04,6.019,5.403,3.96,3.037,2.123,2.199
1993-11-19,7.509,7.64,7.929,7.991,8.189,7.938,7.078,6.219,5.583,4.197,3.101,2.196,2.348
1993-11-20,7.622,7.606,7.849,7.999,8.077,8.105,7.292,6.714,6.285,4.691,3.425,2.368,2.461
1993-11-21,7.599,7.755,7.88,7.901,8.093,7.869,6.82,6.351,5.579,4.046,3.246,2.336,2.947
1993-11-22,7.333,7.448,7.617,7.47,7.974,7.204,5.301,5.57,4.133,2.904,2.906,2.534,3.93
1993-11-23,7.229,7.393,7.471,7.267,7.812,6.93,4.576,5.376,3.712,2.823,2.916,2.713,4.356
1993-11-24,6.858,7.121,7.255,7.116,7.737,6.727,4.809,5.425,3.862,3.087,3.046,2.695,3.877
1993-11-25,6.138,6.346,6.843,6.705,7.36,6.44,5.307,5.516,4.234,3.511,3.366,2.69,3.141
1993-11-26,5.431,5.681,6.122,6.115,6.604,6.184,5.611,5.458,4.699,3.684,3.487,2.625,2.665
1993-11-27,5.05,5.429,5.956,5.889,6.366,5.936,5.657,5.251,4.791,3.621,3.355,2.467,2.418
1993-11-28,4.875,5.207,5.681,5.922,6.095,5.925,5.786,5.578,5.472,4.313,3.812,2.634,2.209
1993-11-29,5.478,5.719,5.905,6.013,6.1,6.133,6.024,6.158,6.014,4.687,4.233,2.783,2.144
1993-11-30,5.535,6.186,6.246,6.053,6.369,6.369,6.078,6.108,6.022,4.352,3.884,2.58,2.078
1993-12-01,5.241,5.806,6.05,5.944,6.328,6.288,6.019,6.016,6.064,4.261,3.636,2.463,2.135
1993-12-02,4.94,5.457,5.774,5.805,6.103,6.135,5.924,5.976,6.142,4.399,3.79,2.487,2.187
1993-12-03,5.387,5.708,5.84,5.812,6.087,6.116,5.852,5.837,6.074,4.158,3.563,2.37,2.311
1993-12-04,5.528,5.974,6.153,6,6.282,6.202,5.811,5.874,5.896,4.023,3.29,2.266,2.399
1993-12-05,5.584,6.016,6.253,6.071,6.398,6.26,5.849,6.023,5.928,4.194,3.428,2.33,2.483
1993-12-06,5.591,5.944,6.211,6.053,6.389,6.242,5.897,6.059,6.036,4.289,3.646,2.412,2.627
1993-12-07,5.321,5.662,5.982,5.857,6.287,6.12,5.883,6.02,6.078,4.356,3.85,2.502,2.747
1993-12-08,5.239,5.522,5.817,5.683,6.158,6.004,5.838,5.98,6.095,4.423,4.085,2.6,2.792
1993-12-09,5.074,5.355,5.648,5.549,5.993,5.909,5.73,5.826,6.007,4.226,3.96,2.553,2.996
1993-12-10,4.843,5.129,5.393,5.383,5.803,5.77,5.573,5.672,5.913,4.22,3.906,2.554,3.093
1993-12-11,4.836,5.063,5.281,5.248,5.505,5.589,5.41,5.556,5.782,4.09,3.818,2.559,3.311
1993-12-12,5.115,5.255,5.359,5.315,5.433,5.499,5.296,5.441,5.459,3.92,3.74,2.596,3.683
1993-12-13,5.165,5.399,5.461,5.412,5.518,5.618,5.26,5.354,5.343,3.654,3.29,2.576,4.369
1993-12-14,5.143,5.381,5.456,5.39,5.553,5.614,5.259,5.346,5.328,3.717,3.252,2.672,4.687
1993-12-15,5.076,5.291,5.379,5.322,5.501,5.544,5.243,5.393,5.306,3.732,3.469,2.794,4.752
1993-12-16,4.941,5.096,5.255,5.226,5.411,5.469,5.212,5.322,5.315,3.647,3.514,2.894,4.986
1993-12-17,4.332,4.367,4.656,4.749,4.91,4.92,4.824,5.121,5.073,3.966,4.173,3.061,4.334
1993-12-18,3.912,3.936,4.287,4.465,4.563,4.603,4.673,4.963,4.85,4.026,4.298,3.047,3.671
1993-12-19,3.807,4.015,4.27,4.454,4.558,4.639,4.692,4.783,4.826,3.804,3.837,2.856,3.411
1993-12-20,3.983,4.218,4.408,4.388,4.579,4.665,4.611,4.62,4.802,3.704,3.524,2.774,3.403
1993-12-21,4.163,4.464,4.597,4.55,4.795,4.764,4.592,4.556,4.714,3.504,3.189,2.749,3.771
1993-12-22,4.346,4.604,4.743,4.688,4.875,4.875,4.556,4.639,4.693,3.532,3.136,2.759,3.83
1993-12-23,4.591,4.843,5.082,4.897,5.282,5.034,4.208,4.552,4.245,3.212,2.866,2.901,4.67
1993-12-24,4.216,4.541,4.877,4.852,5.247,4.872,3.963,4.506,3.89,3.164,2.962,3.206,5.333
1993-12-25,3.674,4.103,4.541,4.693,4.986,4.618,4.098,4.475,3.997,3.184,3.169,3.254,5.336
1993-12-26,3.581,3.851,4.443,4.524,4.884,4.575,4.082,4.483,4.133,3.161,3.188,3.193,4.963
1993-12-27,3.354,3.634,4.02,4.079,4.619,4.331,3.8,4.454,4.054,3.07,3.212,3.245,4.924
1993-12-28,2.876,3.154,3.521,3.617,4.402,3.92,3.358,4.257,3.62,2.99,3.593,3.74,5.517
1993-12-29,2.209,2.715,3.288,3.304,4.121,3.584,3.467,4.235,3.701,3.047,3.945,3.951,5.653
1993-12-30,1.702,2.258,3.03,3.217,3.854,3.477,3.421,4.144,3.773,3.068,3.832,3.686,5.097
1993-12-31,1.439,1.766,2.472,2.422,3.237,3.35,3.084,3.885,3.661,2.996,3.445,3.295,4.385
1994-01-01,1.652,2.019,2.514,2.363,2.991,3.4,3.077,3.773,3.462,2.829,3.128,2.928,3.853
1994-01-02,1.869,2.817,2.745,2.618,3.081,3.3,2.789,3.503,3.198,2.761,2.848,2.459,3.001
1994-01-03,1.959,2.91,2.999,2.593,3.099,3.242,2.684,3.112,3.013,2.68,2.777,2.241,2.445
1994-01-04,1.509,2.159,2.461,2.327,2.822,2.654,2.448,2.804,2.907,2.646,2.815,2.262,2.163
1994-01-05,1.48,1.659,2.014,1.885,2.541,2.127,2.149,2.454,2.565,2.586,2.749,2.358,2.102
1994-01-06,1.422,1.803,1.954,1.788,2.214,2.022,2.179,2.348,2.565,2.572,2.606,2.288,2.021
1994-01-07,1.194,1.388,1.734,1.648,2.148,1.935,2.318,2.362,2.705,2.367,2.08,1.994,2.123
1994-01-08,0.89,1.301,1.715,1.677,2.163,2,2.297,2.258,2.564,2.238,1.886,1.881,2.155
1994-01-09,0.914,1.304,1.713,1.71,2.085,1.952,2.204,2.278,2.535,2.338,1.937,1.983,2
1994-01-10,1.021,1.554,1.844,1.626,2.395,2.005,2.081,2.309,2.464,2.298,2.01,1.992,1.907
1994-01-11,0.723,1.401,1.722,1.632,2.249,1.977,2.153,2.246,2.393,2.289,2.055,2.029,1.875
1994-01-12,0.763,1.434,1.66,1.592,2.073,1.903,2.057,2.167,2.338,2.274,2.182,2.19,1.985
1994-01-13,0.869,1.521,1.704,1.538,1.977,1.881,1.93,2.053,2.266,2.2,2.222,2.359,2.099
1994-01-14,0.807,1.141,1.431,1.379,1.832,1.647,1.574,1.706,1.996,1.676,2.036,2.339,2.181
1994-01-15,0.719,1.052,1.225,1.12,1.585,1.344,1.21,1.353,1.652,1.458,1.854,2.296,2.173
1994-01-16,0.654,0.945,1.063,0.965,1.259,1.173,1.064,1.357,1.55,1.663,2.017,2.331,2.029
1994-01-17,0.204,0.393,0.558,0.558,0.834,0.894,1.198,1.434,1.786,1.843,2.244,2.371,1.843
1994-01-18,0.432,0.488,0.709,0.689,0.896,0.8,1.138,1.604,1.542,1.922,2.268,2.418,1.772
1994-01-19,0.494,0.833,1.042,0.855,1.207,0.948,1.121,1.658,1.501,1.995,2.319,2.343,1.638
1994-01-20,0.184,0.377,0.737,0.682,1.184,0.924,1.343,1.685,1.72,2.101,2.214,2.149,1.557
1994-01-21,-0.177,0.259,0.582,0.534,1.009,0.889,1.337,1.574,1.675,2.081,2.129,2.102,1.569
1994-01-22,-0.21,0.233,0.483,0.421,0.872,0.854,1.173,1.453,1.628,2.042,2.113,2.104,1.604
1994-01-23,-0.373,0.124,0.327,0.243,0.716,0.726,1.093,1.317,1.557,1.971,2.114,2.082,1.595
1994-01-24,-0.353,-0.158,0.178,0.037,0.593,0.4,0.999,1.205,1.418,1.847,2.066,2.037,1.571
1994-01-25,-0.479,-0.179,0.179,0.053,0.579,0.326,0.84,1.14,1.273,1.72,2.044,1.981,1.556
1994-01-26,-0.702,-0.406,-0.017,-0.096,0.399,0.188,0.642,0.93,0.961,1.565,1.972,1.908,1.551
1994-01-27,-1.144,-0.919,-0.484,-0.381,-0.121,-0.152,0.033,0.46,0.582,1.251,1.779,1.824,1.579
1994-01-28,-1.153,-1.186,-0.726,-0.493,-0.324,-0.339,-0.404,0.094,0.264,0.386,1.27,1.709,1.594
1994-01-29,-0.905,-0.639,-0.458,-0.432,-0.307,-0.271,-0.501,0.067,0.127,0.181,1.165,1.648,1.632
1994-01-30,-0.482,-0.323,-0.078,-0.221,0.034,-0.155,0.076,0.515,0.498,0.919,1.645,1.723,1.927
1994-01-31,-0.822,-0.654,-0.198,-0.268,-0.026,-0.205,0.086,0.62,0.657,1.019,1.625,1.706,1.99
1994-02-01,-0.89,-0.767,-0.412,-0.238,-0.221,-0.19,-0.047,0.513,0.564,0.982,1.471,1.656,1.883
1994-02-02,-0.956,-0.892,-0.607,-0.48,-0.311,-0.229,-0.075,0.427,0.529,1.06,1.44,1.682,1.828
1994-02-03,-0.93,-0.743,-0.554,-0.479,-0.324,-0.234,-0.103,0.432,0.506,1.089,1.47,1.714,1.8
1994-02-04,-0.852,-0.704,-0.508,-0.527,-0.301,-0.269,-0.075,0.427,0.527,1.131,1.569,1.745,1.779
1994-02-05,-0.718,-0.461,-0.319,-0.491,-0.178,-0.291,0.195,0.481,0.788,1.293,1.716,1.765,1.831
1994-02-06,-0.51,-0.168,0.018,-0.265,0.022,-0.167,0.314,0.609,0.911,1.294,1.791,1.769,1.857
1994-02-07,-0.507,-0.1,0.15,-0.12,0.265,-0.034,0.306,0.69,0.919,1.261,1.832,1.768,1.882
1994-02-08,-0.7,-0.19,0.017,-0.175,0.318,-0.019,0.282,0.741,0.974,1.242,1.868,1.764,1.927
1994-02-09,-0.959,-0.499,-0.298,-0.403,0.126,-0.053,0.277,0.728,1.051,1.23,1.878,1.752,1.973
1994-02-10,-1.22,-0.866,-0.539,-0.579,-0.099,-0.257,0.081,0.571,1.012,1.184,1.878,1.745,1.938
1994-02-11,-1.378,-1.051,-0.821,-0.872,-0.532,-0.504,-0.118,0.369,0.927,1.088,1.863,1.752,1.928
1994-02-12,-1.347,-1.071,-0.86,-0.899,-0.573,-0.564,-0.269,0.332,0.736,0.96,1.821,1.741,1.887
1994-02-13,-1.347,-1.291,-0.976,-0.932,-0.676,-0.731,-0.522,0.24,0.375,0.763,1.673,1.707,1.835
1994-02-14,-1.342,-1.393,-1.14,-1.133,-0.883,-1.015,-0.85,-0.09,-0.088,0.502,1.47,1.669,1.792
1994-02-15,-1.514,-1.444,-1.277,-1.312,-1.136,-1.078,-0.809,-0.189,-0.139,0.59,1.462,1.711,1.826
1994-02-16,-1.546,-1.404,-1.314,-1.323,-1.275,-1.053,-0.807,-0.252,-0.196,0.589,1.48,1.711,1.788
1994-02-17,-1.493,-1.457,-1.357,-1.286,-1.253,-1.151,-0.972,-0.383,-0.392,0.254,1.41,1.659,1.772
1994-02-18,-1.497,-1.393,-1.352,-1.358,-1.266,-1.24,-0.98,-0.326,-0.269,0.381,1.446,1.705,1.787
1994-02-19,-1.445,-1.317,-1.295,-1.368,-1.299,-1.139,-0.754,-0.148,0.118,0.744,1.558,1.787,1.808
1994-02-20,-1.261,-1.117,-1.066,-1.223,-1.104,-0.956,-0.483,0.031,0.54,0.981,1.681,1.822,1.845
1994-02-21,-0.982,-0.718,-0.663,-0.829,-0.726,-0.551,-0.035,0.229,1.14,1.323,1.783,1.841,1.867
1994-02-22,-0.725,-0.362,-0.353,-0.551,-0.469,-0.236,0.287,0.333,1.378,1.48,1.813,1.867,1.862
1994-02-23,-0.882,-0.529,-0.45,-0.603,-0.489,-0.262,0.236,0.392,1.351,1.415,1.803,1.887,1.821
1994-02-24,-1.171,-0.851,-0.666,-0.775,-0.616,-0.38,0.072,0.35,1.2,1.224,1.731,1.818,1.781
1994-02-25,-1.307,-1.054,-0.882,-0.963,-0.816,-0.6,-0.206,0.237,0.957,0.958,1.613,1.688,1.734
1994-02-26,-1.129,-0.803,-0.66,-0.774,-0.559,-0.451,0.189,0.524,1.179,1.186,1.641,1.643,1.734
1994-02-27,-1.01,-0.699,-0.508,-0.572,-0.434,-0.215,0.683,0.71,1.298,1.166,1.639,1.555,1.709
1994-02-28,-0.959,-0.695,-0.359,-0.562,-0.211,-0.147,0.91,0.746,1.357,1.043,1.622,1.459,1.682
1994-03-01,-0.905,-0.622,-0.191,-0.413,0.061,-0.003,0.918,0.668,1.352,0.922,1.586,1.351,1.637
1994-03-02,-1.045,-0.536,-0.103,-0.333,0.136,0.059,0.779,0.678,1.304,0.782,1.511,1.225,1.483
1994-03-03,-1.184,-0.704,-0.245,-0.269,0.07,0.129,0.551,0.716,1.195,0.62,1.373,1.08,1.293
1994-03-04,-1.142,-0.872,-0.465,-0.558,-0.24,-0.085,0.075,0.436,0.908,0.296,1.098,0.865,1.094
1994-03-05,-0.895,-0.502,-0.277,-0.513,-0.199,-0.219,-0.272,0.235,0.575,0.036,0.801,0.742,0.972
1994-03-06,-0.814,-0.269,-0.105,-0.371,-0.055,-0.177,-0.327,0.247,0.429,0.073,0.657,0.76,1.032
1994-03-07,-1.047,-0.44,-0.273,-0.573,-0.086,-0.321,-0.424,0.098,0.281,-0.048,0.472,0.561,0.934
1994-03-08,-0.891,-0.318,-0.215,-0.557,-0.152,-0.387,-0.532,-0.049,0.088,-0.155,0.297,0.442,0.896
1994-03-09,-0.379,0.132,0.168,-0.134,0.174,-0.122,-0.4,0.014,0.052,0.01,0.327,0.669,1.217
1994-03-10,-0.119,0.466,0.447,0.117,0.464,0.162,-0.265,0.183,0.14,0.254,0.518,0.898,1.558
1994-03-11,0.161,0.762,0.716,0.323,0.666,0.381,-0.146,0.3,0.22,0.233,0.717,0.981,1.804
1994-03-12,-0.194,0.512,0.528,0.16,0.62,0.262,-0.157,0.308,0.266,0.202,0.858,1.006,1.954
1994-03-13,-0.779,0.015,0.045,-0.302,0.318,-0.169,-0.425,0.097,0.128,-0.056,0.696,0.662,1.525
1994-03-14,-0.654,0.007,0.006,-0.434,0.124,-0.401,-0.583,-0.133,-0.07,-0.311,0.397,0.418,1.168
1994-03-15,-0.395,0.178,0.171,-0.389,0.119,-0.43,-0.662,-0.236,-0.225,-0.456,0.176,0.318,1.059
1994-03-16,-0.383,0.5,0.267,-0.414,0.129,-0.414,-0.69,-0.375,-0.378,-0.479,-0.011,0.177,0.954
1994-03-17,-0.306,0.667,0.132,-0.488,0.04,-0.449,-0.788,-0.585,-0.54,-0.514,-0.152,0.13,0.836
1994-03-18,0.005,0.745,0.207,-0.504,-0.067,-0.503,-0.859,-0.71,-0.621,-0.447,-0.195,0.216,0.85
1994-03-19,0.106,0.651,0.42,-0.184,-0.052,-0.464,-0.813,-0.538,-0.567,-0.292,-0.134,0.367,0.963
1994-03-20,0.225,0.668,0.533,-0.128,-0.051,-0.448,-0.818,-0.485,-0.499,-0.169,-0.061,0.467,1.053
1994-03-21,0.399,0.828,0.638,-0.041,-0.037,-0.377,-0.774,-0.451,-0.453,-0.109,-0.004,0.51,1.096
1994-03-22,0.372,0.996,0.522,0.005,0.221,-0.363,-0.711,-0.445,-0.467,-0.164,0.01,0.464,1.031
1994-03-23,0.278,1.024,0.492,0.037,0.337,-0.233,-0.635,-0.48,-0.568,-0.297,-0.019,0.428,0.975
1994-03-24,0.283,0.936,0.445,0.033,0.258,-0.212,-0.583,-0.549,-0.696,-0.39,-0.059,0.452,0.991
1994-03-25,0.46,1.092,0.48,-0.043,0.239,-0.287,-0.585,-0.647,-0.777,-0.359,-0.073,0.52,1.072
1994-03-26,0.785,1.168,0.586,-0.11,0.171,-0.356,-0.629,-0.65,-0.766,-0.217,0.021,0.645,1.159
1994-03-27,0.955,1.013,0.672,-0.159,0.112,-0.418,-0.662,-0.581,-0.688,-0.086,0.155,0.771,1.218
1994-03-28,0.979,0.983,0.724,-0.132,0.16,-0.377,-0.638,-0.548,-0.598,-0.02,0.256,0.862,1.279
1994-03-29,0.894,0.824,0.582,-0.245,0.041,-0.402,-0.655,-0.525,-0.497,0.062,0.374,0.97,1.352
1994-03-30,0.95,1.017,0.529,-0.252,0.035,-0.393,-0.662,-0.548,-0.487,0.028,0.414,1.009,1.412
