"Date","56 m","66 m","78 m"
1994-02-18,4.367,4.305,4.288
1994-02-19,4.38,4.266,4.26
1994-02-20,4.364,4.246,4.261
1994-02-21,4.397,4.24,4.291
1994-02-22,4.425,4.235,4.298
1994-02-23,4.47,4.246,4.283
1994-02-24,4.505,4.284,4.283
1994-02-25,4.478,4.342,4.346
1994-02-26,4.496,4.359,4.373
1994-02-27,4.471,4.254,4.313
1994-02-28,4.393,4.147,4.205
1994-03-01,4.356,4.096,4.143
1994-03-02,4.344,4.082,4.108
1994-03-03,4.372,4.14,4.145
1994-03-04,4.335,4.178,4.18
1994-03-05,4.35,4.176,4.182
1994-03-06,4.431,4.218,4.213
1994-03-07,4.49,4.317,4.289
1994-03-08,4.522,4.393,4.351
1994-03-09,4.595,4.385,4.372
1994-03-10,4.668,4.46,4.413
1994-03-11,4.723,4.622,4.493
1994-03-12,4.753,4.582,4.507
1994-03-13,4.768,4.822,4.647
1994-03-14,4.78,4.899,4.72
1994-03-15,4.804,4.827,4.708
1994-03-16,4.837,4.832,4.765
1994-03-17,4.864,4.791,4.747
1994-03-18,4.873,4.776,4.735
1994-03-19,4.899,4.796,4.78
1994-03-20,4.945,4.851,4.817
1994-03-21,4.985,4.896,4.851
1994-03-22,5.02,4.965,4.903
1994-03-23,5.03,5.004,4.927
1994-03-24,5.073,5.008,4.944
1994-03-25,5.086,5.072,5.006
1994-03-26,5.08,5.075,5.016
1994-03-27,5.09,5.078,5.021
1994-03-28,5.106,5.135,5.073
1994-03-29,5.105,5.126,5.07
1994-03-30,5.149,5.211,5.152
1994-03-31,5.15,5.266,5.224
1994-04-01,5.144,5.226,5.189
1994-04-02,5.177,5.262,5.23
1994-04-03,5.214,5.366,5.346
1994-04-04,5.204,5.386,5.382
1994-04-05,5.217,5.357,5.348
1994-04-06,5.258,5.414,5.419
1994-04-07,5.252,5.404,5.418
1994-04-08,5.234,5.334,5.338
1994-04-09,5.284,5.329,5.328
1994-04-10,5.31,5.382,5.369
1994-04-11,5.291,5.362,5.351
1994-04-12,5.323,5.351,5.322
1994-04-13,5.362,5.451,5.414
1994-04-14,5.384,5.545,5.537
1994-04-15,5.371,5.512,5.532
1994-04-16,5.4,5.531,5.56
1994-04-17,5.421,5.562,5.604
1994-04-18,5.426,5.543,5.596
1994-04-19,5.445,5.527,5.581
1994-04-20,5.46,5.518,5.571
1994-04-21,5.488,5.491,5.534
1994-04-22,5.525,5.469,5.504
1994-04-23,5.567,5.474,5.494
1994-04-24,5.577,5.475,5.486
1994-04-25,5.627,5.457,5.452
1994-04-26,5.685,5.558,5.556
1994-04-27,5.711,5.603,5.613
1994-04-28,5.696,5.562,5.585
1994-04-29,5.754,5.544,5.555
1994-04-30,5.788,5.623,5.644
1994-05-01,5.821,5.652,5.675
1994-05-02,5.828,5.671,5.703
1994-05-03,5.847,5.657,5.691
1994-05-04,5.879,5.688,5.729
1994-05-05,5.936,5.747,5.795
1994-05-06,5.896,5.792,5.885
1994-05-07,5.883,5.816,5.957
1994-05-08,5.95,5.867,6.031
1994-05-09,5.95,5.951,6.111
1994-05-10,5.925,6.021,6.222
1994-05-11,5.957,6.07,6.297
1994-05-12,5.989,6.094,6.272
1994-05-13,6.007,6.094,6.249
1994-05-14,6.016,6.107,6.272
1994-05-15,6.087,6.124,6.278
1994-05-16,6.179,6.181,6.261
1994-05-17,6.212,6.264,6.291
1994-05-18,6.25,6.332,6.34
1994-05-19,6.291,6.411,6.423
1994-05-20,6.327,6.468,6.484
1994-05-21,6.302,6.466,6.488
1994-05-22,6.295,6.455,6.483
1994-05-23,6.32,6.459,6.491
1994-05-24,6.344,6.47,6.502
1994-05-25,6.401,6.512,6.539
1994-05-26,6.42,6.545,6.583
1994-05-27,6.451,6.552,6.596
1994-05-28,6.503,6.575,6.621
1994-05-29,6.547,6.631,6.67
1994-05-30,6.558,6.657,6.694
1994-05-31,6.567,6.681,6.724
1994-06-01,6.593,6.701,6.754
1994-06-02,6.665,6.734,6.799
1994-06-03,6.722,6.771,6.848
1994-06-04,6.801,6.804,6.892
1994-06-05,6.901,6.854,6.941
1994-06-06,6.978,6.904,6.989
1994-06-07,7.043,6.943,7.031
1994-06-08,7.082,6.985,7.092
1994-06-09,7.145,7.02,7.11
1994-06-10,7.168,7.046,7.112
1994-06-11,7.191,7.07,7.127
1994-06-12,7.224,7.096,7.145
1994-06-13,7.264,7.123,7.165
1994-06-14,7.294,7.149,7.186
1994-06-15,7.323,7.176,7.211
1994-06-16,7.385,7.216,7.243
1994-06-17,7.43,7.257,7.279
1994-06-18,7.468,7.295,7.316
1994-06-19,7.503,7.33,7.352
1994-06-20,7.554,7.366,7.387
1994-06-21,7.592,7.404,7.423
1994-06-22,7.614,7.439,7.462
1994-06-23,7.652,7.496,7.52
1994-06-24,7.721,7.566,7.589
1994-06-25,7.819,7.643,7.663
1994-06-26,7.899,7.713,7.745
1994-06-27,7.969,7.774,7.82
1994-06-28,8.05,7.844,7.888
1994-06-29,8.121,7.911,7.954
1994-06-30,8.152,7.954,7.996
1994-07-01,8.194,7.992,8.03
1994-07-02,8.254,8.032,8.072
1994-07-03,8.307,8.064,8.111
1994-07-04,8.361,8.094,8.147
1994-07-05,8.424,8.12,8.179
1994-07-06,8.478,8.138,8.202
1994-07-07,8.527,8.163,8.22
1994-07-08,8.57,8.162,8.218
1994-07-09,8.594,8.139,8.203
1994-07-10,8.618,8.113,8.181
1994-07-11,8.638,8.122,8.186
1994-07-12,8.667,8.144,8.201
1994-07-13,8.701,8.16,8.211
1994-07-14,8.756,8.246,8.294
1994-07-15,8.851,8.324,8.367
1994-07-16,8.936,8.373,8.413
1994-07-17,9.031,8.472,8.508
1994-07-18,9.146,8.538,8.558
1994-07-19,9.193,8.575,8.598
1994-07-20,9.233,8.637,8.661
1994-07-21,9.24,8.661,8.687
1994-07-22,9.235,8.664,8.689
1994-07-23,9.215,8.682,8.709
1994-07-24,9.224,8.725,8.752
1994-07-25,9.278,8.74,8.759
1994-07-26,9.312,8.739,8.756
1994-07-27,9.342,8.755,8.772
1994-07-28,9.389,8.797,8.811
1994-07-29,9.426,8.842,8.856
1994-07-30,9.453,8.889,8.904
1994-07-31,9.477,8.926,8.943
1994-08-01,9.504,8.957,8.978
1994-08-02,9.535,8.993,9.02
1994-08-03,9.594,9.034,9.062
1994-08-04,9.649,9.073,9.096
1994-08-05,9.657,9.111,9.137
